sample_id	group
SRR3667015	1
SRR3667017	1
SRR3667022	1
SRR3667026	1
SRR3667027	0
SRR3667029	1
SRR3667032	1
SRR3667033	0
SRR3667035	0
SRR3667038	1
SRR3667040	1
SRR3667043	1
SRR3667045	1
SRR2143521	0
SRR2143524	0
SRR2143527	0
SRR2143534	0
SRR2143537	0
SRR2143552	0
SRR2143555	0
SRR2143558	0
SRR2143559	0
SRR2143560	0
SRR2143562	0
SRR2143577	0
SRR2143586	0
SRR2143587	0
SRR2143588	0
SRR2143590	0
SRR2143593	0
SRR2143599	1
SRR2143602	0
SRR2143631	0
SRR2143649	0
SRR2143654	0
SRR2143662	1
SRR2143674	1
SRR2143694	1
SRR2143697	1
SRR2143699	0
SRR2143712	1
SRR2143723	1
SRR2143734	1
SRR2143758	0
SRR2143759	1
SRR2143760	0
SRR2143761	1
SRR2143764	0
SRR2143767	0
SRR2143778	0
SRR2143780	0
SRR2143788	1
SRR2143792	1
SRR2143807	1
SRR2143808	1
SRR2143813	1
SRR2143827	1
SRR2143828	1
SRR2143830	1
SRR2143835	0
SRR2143838	0
SRR2143839	0
SRR2143846	0
SRR2143858	1
SRR2143865	0
SRR2143878	0
SRR2143883	0
SRR2143888	0
SRR2143889	0
SRR2143893	0
SRR2143894	0
SRR2143898	0
SRR2143899	0
SRR2143900	0
SRR2143906	0
SRR2143910	0
SRR2143924	0
SRR2143925	0
SRR2143928	0
SRR2143936	0
SRR2143943	0
SRR2143950	1
SRR2143959	0
SRR2143960	0
SRR2143963	0
SRR2143966	0
SRR2143967	0
SRR2143981	0
SRR2143982	0
SRR2143984	0
SRR2143987	1
SRR2143988	0
SRR2143998	1
SRR2143999	0
SRR2144001	0
SRR2144002	0
SRR2144004	1
SRR2144005	0
SRR2144006	1
SRR2144009	1
SRR2144011	1
SRR2144012	0
SRR2144016	0
SRR2144017	0
SRR2144019	0
SRR2144020	0
SRR2144021	0
SRR2144024	0
SRR2144027	0
SRR2144029	1
SRR2144033	1
SRR2144034	1
SRR2144035	1
SRR2144039	0
SRR2144040	0
SRR2144043	0
SRR2144070	0
SRR2144071	1
SRR2144093	0
SRR2144098	0
SRR2144101	1
SRR2144107	0
SRR2144115	0
SRR2144117	1
SRR2144119	0
SRR2144120	0
SRR2144121	0
SRR2144126	0
SRR2144129	0
SRR2144131	0
