	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
s.Paratractidigestivibacter.faecalis	0.4857040092050897	-3.065599239507626	-0.13902729574535008	-0.19988908336420275	0.42515902785656584	-0.20168836153320058	-0.06013807729236567	-0.5933117929985069	-0.0634536500831625	-0.09622308463885527	-0.00017661707227224516	0.2913269075795548	0.005151749069487148	0.18303563368778433	0.05195327389096902	-0.00022067885984762274	0.01257186134829601	0.003924127552127618	-0.032345385687037896	0.007542906187353366	0.014457032274886584	-0.1536610423355368	0.010916286929125186	0.007116615646462551	-0.03538728268352323	-0.017699481454019606	0.0012218815821379164	-0.00046859300568199546	0.0032631590884092	-0.0017890191627203571	7.398531657264317e-05	0.000442823113032879
s.Bifidobacterium.dentium	0.48131719868733946	-3.202862755054026	-0.38385554771429325	-0.1704046444187921	0.45519705003180433	-0.17032970232021813	-0.03395080656640711	-0.5169928123962496	-0.052909827869818314	-0.061562571281903365	6.812837466061286e-05	0.23043145120275535	0.0337130662817649	0.11050057291571405	0.0521267992600148	-0.007922206537345771	0.02674303907467191	0.016312237638529813	-0.18019122986063194	0.008977330834603588	0.0504056400375151	-0.5184503930215734	0.04581020667088184	0.04592443046616046	-0.17715350510284966	-0.119228255174445	-0.003567112091340991	0.002363186365615612	-0.024172181148014466	0.00531858633232816	0.017732634548119477	0.01297527264942302
s.Bifidobacterium.catenulatum	0.4865294535904187	-3.04072565172492	-0.09725758817946584	-0.19958032358251038	0.4195965529601662	-0.18680708202863147	-0.05106046244948658	-0.5422216248700424	-0.056776239447957906	-0.07008800297979285	-1.832200292051224e-05	0.22313555410612892	0.025893798335017742	0.10737912720253957	0.045321438740585966	-0.008140655308908317	0.025192394208610608	0.01706154175478686	-0.19295570587953473	0.007466832643295995	0.05332675790041331	-0.5452515585046666	0.04933535998385151	0.051057945013399574	-0.1933297359389729	-0.1325163938094576	-0.00465162460583386	0.0029242455773646698	-0.028982384827330374	0.0065148493319418755	0.018430086674505325	0.013167398511573353
s.Bifidobacterium.pseudocatenulatum	0.4865284269039733	-3.0700229905869034	-0.13847036085965636	-0.19703100749709918	0.4278038432998157	-0.1871142159350778	-0.04951136873599404	-0.546892716651025	-0.05713322648781598	-0.07032429243220656	-7.467157205892302e-06	0.22896681413756279	0.027521942242551795	0.11038048621341513	0.04744366883813332	-0.008382682352528623	0.02625088888779276	0.017629515814276013	-0.19891468791748834	0.008006197334324812	0.05550882381939123	-0.5695495935794683	0.05140456679651329	0.05307162316765702	-0.2014337976595844	-0.13793614200575038	-0.004784915645159373	0.0030264278170703896	-0.030149778249947502	0.006807715615782378	0.019776411022991516	0.014199836862730344
s.Bifidobacterium.adolescentis	0.48637761973449545	-3.075257605683232	-0.14752679434516372	-0.1961396855490933	0.4289860090537672	-0.18664332395185693	-0.048987767585911675	-0.5462496598867307	-0.057028022320933326	-0.07008214302339613	-4.7662946473857026e-06	0.2292857549555981	0.027778139566177296	0.11052628473939058	0.04767962793317151	-0.008380842400294866	0.026315237835499255	0.017618355299707712	-0.19865601487938855	0.008059727610774751	0.055464690676254	-0.5692232064897436	0.05134092719505038	0.052960584822076405	-0.20111620968696337	-0.13765254264323254	-0.004756116910834833	0.003012138054796067	-0.03003261727122479	0.006778644873309951	0.019780875419576467	0.014213100557930644
s.Bifidobacterium.bifidum	0.4777431429095733	-3.3032405130661595	-0.5651838497572168	-0.15134255364058824	0.4765692260867768	-0.15892420966581242	-0.022801183329244582	-0.4979731179285254	-0.05012836304760782	-0.05563747381760675	0.00012326343085393532	0.23324765635327718	0.03845343058401006	0.11151320130621759	0.05598251984622452	-0.007681825698107223	0.027401471648207713	0.015586151352733776	-0.16923368037046085	0.00979821451337127	0.047584325694555854	-0.49090686670829714	0.04262177546328058	0.041667560066323064	-0.16305959702644476	-0.10813045250045916	-0.0027829708617550467	0.0019445445992257368	-0.020470256220272844	0.004398679313036831	0.01672497059422383	0.012430879579889462
s.Bifidobacterium.longum	0.49543495008374683	-2.689078999867181	0.49737191617183163	-0.25592385396475364	0.3377990342882384	-0.21416596617143535	-0.08426542703965594	-0.5733238210942498	-0.06246479661021007	-0.08405288462119428	-0.00019411329506951083	0.19560223431418078	0.008307646718703656	0.09427621019609993	0.028168621083065233	-0.007884854244431545	0.019774508458889745	0.01686212621359179	-0.19928329599745923	0.003448402242310733	0.05260367552083941	-0.5272111710161717	0.04994278332253025	0.05458708144775764	-0.19978605224126977	-0.14109675392968318	-0.006176520415343553	0.00362433755320113	-0.03420698934719291	0.007809723217426427	0.01599004907525724	0.010691606738731232
s.Rothia.mucilaginosa	0.4677368930141756	-3.5671058539891916	-1.048721954660061	-0.0994792823747142	0.5317443154549812	-0.12690490751929867	0.007519302699165915	-0.4424136464003906	-0.04217520991253101	-0.038978130001940635	0.00027180229002289147	0.23827840714062445	0.05091091294382857	0.11292010453349349	0.06577798516993176	-0.0069082510618137	0.028796843685000434	0.01333618335729616	-0.13631187726661853	0.011901846990478325	0.038957257378093094	-0.4060578048821057	0.03304022362955666	0.029125041667153087	-0.12110125877907964	-0.07541705998487742	-0.0005463070075437341	0.0007427920979423953	-0.009785068291164798	0.001750189348216387	0.01368016413482033	0.010752250091897826
s.Clostridia.bacterium	0.3765698243506776	-1.9934535870260555	0.013493025143230081	-0.4220153274455508	0.2979899542764036	-0.16368801242735395	-0.09684990119401424	-0.12872956461749038	-0.010537999124480219	0.05632931444487029	-4.746158840155286e-05	-0.35176354568492657	-0.11892041676339377	0.03434415829907225	0.08983462104329767	0.05891524968107362	-0.016010999810928447	0.0002408522418501989	-0.007511239735913152	-0.0017618371014141523	0.000437732841787783	0.0011397451277600165	0.009051759288947015	0.015720578769827367	-0.018858847184051297	-0.017867114748346555	-0.0024023934378290474	0.0015027227254491818	-0.003320161335630593	-0.0009370299322918359	-0.0696699859028238	-0.0761095217531079
s.Dialister.pneumosintes	0.41532646570408166	-1.3026168194306844	1.3931910524143953	-0.6603630019390428	0.20218357992207234	-0.3244709020927467	-0.2310945809606493	-0.29586705140635405	-0.031627232163695666	0.09166259952902907	-0.0004518157063231352	-0.9401854849625201	-0.37081986130689876	0.08348938499394912	0.33010613696559976	0.5487985916943117	-0.1621706407149429	-0.005173573736690547	0.030557313474164717	-0.01207821645810545	0.0018044604475271474	0.006875624444678898	-0.021700793827884875	-0.026061061912280286	0.0016251087392784433	-0.0061250363931148735	-0.0020367316563483675	0.0001774291037462708	-0.02081500861260516	0.009379498230629292	0.17275574964981197	0.2224267105874694
s.Allisonella.histaminiformans	0.41157026195544694	-1.435235228948571	1.1647811527801764	-0.6371549011485375	0.23198224801509798	-0.3123170446698381	-0.21747415114024088	-0.2813238757073019	-0.029184983757286686	0.09647808275070513	-0.0003838041965851891	-0.9240022304527831	-0.36153135490337013	0.0871153882237787	0.33307361867440194	0.5426220244176582	-0.15854793861678224	-0.005162864239408478	0.03385640675118685	-0.010555787231502717	0.0015258474952798142	0.005979739003057646	-0.022036713396436036	-0.027348236335593013	0.005843064136878872	-0.0016429141041070603	-0.0014217697399182693	-9.921984111728441e-05	-0.01824472273125837	0.008634096593770808	0.16887592180187516	0.217254462773508
s.Dialister.invisus	0.39322484339645064	-2.0457087059393233	0.10281435019187578	-0.5236175010537445	0.36599458545180785	-0.2505391135572133	-0.15086290892785	-0.20875480861657747	-0.017396775617436983	0.11529379800151028	-6.472986256727102e-05	-0.8187390990849662	-0.30604680682187746	0.09997679671440073	0.33152141754838615	0.48513668273098526	-0.13352393795467798	-0.004772917764368598	0.04611745796461813	-0.00306247834376535	0.0001777474561349063	0.0015284538849595704	-0.0215025430422324	-0.030391838231457243	0.023694374102252967	0.01805481766670394	0.001407732247859959	-0.0012892168812500106	-0.004977263841705189	0.004266018962652313	0.1275615730365187	0.16251321800102445
s.Dialister.hominis	0.39178434848721394	-2.0965857629870683	0.015199177075400356	-0.5147333547236638	0.37742603734094615	-0.24590966407438516	-0.14566545851356424	-0.2032152279225222	-0.016465015871789147	0.11715115149744716	-3.8806275721543444e-05	-0.8127604569384331	-0.30259343908415454	0.10138363202947868	0.33276376801329033	0.4830572628512522	-0.13222866376486792	-0.004772338983004468	0.04738985633443478	-0.0024969289815359496	7.440183657712698e-05	0.0011986198046715218	-0.02165394534424243	-0.03090786699111581	0.02528345758229237	0.01973201831817646	0.0016345004883354763	-0.0013924035486340147	-0.004052769237481387	0.004009121202712193	0.12655552426563205	0.16117825594093138
s.Veillonella.atypica	0.3629433487485472	-3.045725512894612	-1.6388550289486985	-0.33686106564428525	0.584787629698442	-0.14937864055176753	-0.04199717680338797	-0.09023554463611191	0.0018254790294488124	0.14579340925192355	0.00045245563651617906	-0.6490202447404068	-0.2169068485158517	0.1208732114610823	0.33000906356602394	0.3968037040624217	-0.09466319414448925	-0.004209465844893774	0.06590041719296749	0.008559864674015033	-0.0019004632861968228	-0.005266669062074809	-0.02114832116566621	-0.03574158458080353	0.05148118600966072	0.04845222976017241	0.00567560118544596	-0.003105834600723228	0.01453966265856226	-0.0018840099402099983	0.0753376039451039	0.0937776212280324
s.Veillonella.parvula	0.3636080172321364	-3.037308270342082	-1.6201629405693454	-0.34083669548071244	0.5841640790293263	-0.15211383177588686	-0.04412056649219382	-0.09296338148605679	0.001509283060844148	0.14669147480387565	0.0004475655898528134	-0.6595685353582339	-0.22125768543024968	0.12195548689193705	0.33455955915591506	0.40514205307584317	-0.09705576429597752	-0.004300474518321375	0.06671077986005461	0.00847598452933861	-0.0018952860071071332	-0.005233214941639242	-0.021650185095918612	-0.036473266595513386	0.05207591782689804	0.04893597034263703	0.005729479373205887	-0.0031475421811767096	0.014490495090779303	-0.0018016614961619839	0.07883443110135235	0.09823916657847809
s.Veillonella.dispar	0.3733818495099955	-2.69891255756077	-1.0355480322493469	-0.4009426680590151	0.5086777968375514	-0.18357425330595845	-0.07908739072197013	-0.13037025756333362	-0.004730363806384851	0.13477219543695038	0.00027573448938565263	-0.7019468455291891	-0.24514120924476715	0.11302852119929116	0.32756955986835345	0.4203649518612686	-0.10596490758836782	-0.004317368217948216	0.058568192193794284	0.004817286404677573	-0.0012309731391097296	-0.0031213915809341036	-0.02068947961344088	-0.033178503313142	0.04193550086766478	0.03824868265658016	0.004298205557351502	-0.002494637047272844	0.008708411039382108	-0.00024147714200639807	0.08373921782119666	0.10463404855696178
s.Veillonella.rogosae	0.37581536188065895	-2.6129279557592793	-0.8874922628943225	-0.4159245202860365	0.48935257336661186	-0.19134271434452463	-0.08782710195798861	-0.13966798470745828	-0.0062971725425460525	0.1316090630114536	0.0002321511787597274	-0.7116467827821774	-0.2507887286346522	0.1106151429947146	0.32527073103521015	0.42336452746258507	-0.10799191441995203	-0.0043119309131260785	0.05639088980549023	0.003886958736632283	-0.0010609881628821205	-0.002582784960494193	-0.020390626623900066	-0.032256891811176004	0.0392708777076003	0.03545536044979196	0.003925333473406746	-0.002322807211926763	0.007229128274692273	0.00015087852183390518	0.08465622662661536	0.10584096581286873
s.Acidaminococcus.intestini	0.36877882433792813	-2.6651869443071323	-1.0325198626397056	-0.3717479120517645	0.48268360563929125	-0.15612587687664967	-0.06280511223190018	-0.10517525861826206	-0.0027259991536245807	0.11318575142460396	0.00027287571297533226	-0.5334138513595112	-0.1766115499108521	0.08798653500813328	0.2333664431924183	0.24169244314933436	-0.05643431023795333	-0.002014060074254069	0.033615859283680584	0.005540388599740066	-0.0011222981737578448	-0.003516883637893173	-0.0028141149570716476	-0.005348938941680587	0.016970161071655106	0.016852268232427157	0.0017160136668082095	-0.00046859563190416727	0.012206019015834303	-0.007806864126810954	-0.28832445129126	-0.4296672922680046
s.Phascolarctobacterium.faecium	0.39081641063894623	-1.9161114280032467	0.26557206007255874	-0.5068830375223446	0.3162941211405273	-0.2270061661777602	-0.14108696676467433	-0.18908691880323641	-0.016657420556948358	0.08692735167719046	-0.00010956311315236678	-0.6281447698965652	-0.22950484904038618	0.06794052925972785	0.21606551046333466	0.2680634473912095	-0.07408986429146115	-0.0018978958491193882	0.013704090786714977	-0.002569266051869654	0.0003739609664657007	0.0011564487427590069	0.0015024650024107375	0.005594348563630932	-0.008918612885609918	-0.009928692653911475	-0.001915899862145714	0.001333590611400828	-8.809253151236817e-05	-0.005941977886641082	-0.36717351180541574	-0.548639704150909
s.Phascolarctobacterium.succinatutens	0.38563946497276774	-2.0991325552697626	-0.04954553036680389	-0.47505432421472377	0.35751441149411123	-0.21058050958174038	-0.12254113155448432	-0.16940202541886326	-0.013328613018145944	0.09382705085208794	-1.655490602654274e-05	-0.6088256891201421	-0.2180608612326087	0.07332529692928917	0.22197638818560728	0.2640447695602359	-0.07042991071793936	-0.0019472709485444449	0.018790228271342475	-0.0005847673169963063	6.079755401976068e-06	6.092740255155874e-06	0.0004458624040071388	0.002940515294934175	-0.0025775232760402245	-0.0033772786668732455	-0.001035507626645283	0.0009031572315483881	0.003002521591984981	-0.006526697446250723	-0.3547405997041134	-0.5299667353943114
s.Megamonas.funiformis	0.3535264324545243	-3.0784504993179675	-1.7791830798424706	-0.2793111121004883	0.5659022437507253	-0.10344105290956011	-0.010779094513713824	-0.046413221541555215	0.0061056164221305895	0.12023065890203488	0.0004906193076110116	-0.42198011831996624	-0.12447293271108348	0.09150458893255091	0.21668058500653095	0.188937316715401	-0.036359912905339103	-0.0017451566711725148	0.041149122536479885	0.009999059823576302	-0.0019183906980151943	-0.005984804308823188	-0.005190149220541325	-0.011779853995799726	0.031165903376982607	0.031680211752660496	0.003867187860326623	-0.0016416307054347903	0.017680146496711093	-0.0067148720302144	-0.12935219352792848	-0.1879061144299509
s.Clostridium.sp.NSJ.42	0.30242485523171836	-2.3798488059568235	-1.4194369283104995	-0.3022930927758588	0.4008022371109606	-0.15086862344712196	-0.0768335122908853	-0.0005154763799566972	0.007449204031086834	0.08835067809775644	9.50405968359065e-05	-0.3036037598101494	-0.09464881937059129	0.059496032960603254	0.12750961038474395	-0.3308633792067244	0.09817405237164602	0.007178184267208126	0.05099925946337507	0.01597993790222296	-0.00347587189790377	0.0006957732659725416	0.0037178682629060295	0.0031976958796903127	0.023896806642373224	0.024332953491940274	0.004036298722840406	-0.000530399258515831	0.019344084916577138	-0.007437263417892567	-0.06490761909688346	-0.022776800997470942
s.Clostridium.saudiense	0.28728155516634524	-2.92120382312011	-2.348969088708665	-0.20893420771906768	0.5237555300928733	-0.1025014063126533	-0.021775258236256513	0.05550872870241112	0.017080198462099655	0.10955617951848023	0.0003750767562227704	-0.2543784786691719	-0.06387548989540079	0.07651550539661342	0.14945773082998617	-0.3165425787319847	0.10178711299977543	0.006553021603011352	0.06518050030936212	0.021207812385850174	-0.004408940177206526	-0.0029489937353292645	0.00019687465321014354	-0.005119543042790025	0.041953656495289315	0.042933123307828	0.006406806109845053	-0.001767785030852006	0.02779842494996396	-0.00926000846111816	-0.05632399245010968	-0.01773460900679366
s.Clostridium.butyricum	0.2960965266449376	-2.5949975445279154	-1.7915704115325382	-0.2633216807689718	0.4490153613889949	-0.13007598993900887	-0.05379801362703086	0.02239868277280706	0.01133039690873131	0.09617382250024002	0.00020904582004504415	-0.279923429661733	-0.0808277102296791	0.06575929936021134	0.13477085533422958	-0.3193019152706971	0.09796541531367073	0.006775931490163309	0.05583961183149848	0.017786535304843382	-0.0037778732601577592	-0.0008354308199529442	0.0021586658267812196	-0.00034256761001072076	0.03074990312379332	0.03138498746796176	0.004895483816637127	-0.001028079050439861	0.022235624669854275	-0.007927633288895668	-0.058812961531431805	-0.019774889257997964
s.Clostridium.SGB6179	0.33064947145131124	-1.3282396367067082	0.37600409975833626	-0.47687558296614363	0.15906744343267118	-0.23955966296988962	-0.18015867915922157	-0.10770386368227561	-0.011198070167610093	0.04450206012964597	-0.00044612354528938535	-0.38597822216555633	-0.14983704569413692	0.02404177123704743	0.07872161144431386	-0.3393178813146464	0.08520487635477411	0.007925544489931997	0.01934221622209121	0.004265380054564434	-0.0012966392292665782	0.008089511108998327	0.01060377959817111	0.020031168547575008	-0.015447393666362337	-0.01638586198480269	-0.0014073881399445606	0.0021509744179232155	-0.0007705519340657269	-0.0025438283411145326	-0.07596850023113971	-0.03126455969551342
s.Peptostreptococcus.stomatis	0.3161490170448253	-2.110295634039468	-0.8993721951333556	-0.39523889511473687	0.3495779709026957	-0.2262516755320732	-0.14574245252326956	-0.05833105491168561	-0.0009579568287297102	0.09083416663876276	-0.00025973254030771083	-0.514108757443431	-0.19693180158231421	0.060496609024226565	0.16738722636041603	-0.7993725514358185	0.21473180961792865	0.031177516584936324	0.08086487004733424	0.029421673031101176	0.0068843383075922636	-0.05586535769775567	-0.060668527382366826	-0.09599057956843457	0.1221363769367562	0.11207855540697892	0.009003493583493524	-0.0060876334528825035	0.026853236076460455	-0.004256537895708422	0.04190345900326113	0.020200979351371304
s.Romboutsia.timonensis	0.3736211144970697	-0.08381665883449872	2.5883219213132937	-0.7531623416972331	-0.11024905438672314	-0.4193104229418864	-0.36219539485605257	-0.2765219230573842	-0.03816974819073535	0.013337905115335474	-0.001379452139353905	-0.7500606855465018	-0.33807694305714353	-0.002210750118856736	0.0973277547980283	-1.0023552027802147	0.23870434900954116	0.04190943668372862	0.037735772020509796	0.014530266146818613	0.014551514060494462	-0.06487408535612083	-0.07349294972059678	-0.10523421606999772	0.09324447922039854	0.07705821930530023	0.0019264518411243972	-0.00376231490254876	-0.0031566223816036276	0.004711895178625295	0.06386624571660603	0.022798023972753715
s.Clostridium.sp.1001270J.160509.D11	0.3601639236167179	-0.6269292370199369	1.6712935301037624	-0.6710519875496931	0.01652009484390161	-0.3819951989283442	-0.3156088821091325	-0.22590534739188436	-0.029092443818234514	0.03828812718176916	-0.001132401739396499	-0.7368283967278324	-0.3229894125836415	0.017812051776125618	0.1307278969145644	-1.0659670244926642	0.26292597456581884	0.0448503120530852	0.05969570703673197	0.02292940438641379	0.014672628584657343	-0.07621695404061561	-0.08550501321384547	-0.1270623453841815	0.12763495104367195	0.11078382873270654	0.005564970634046053	-0.005905697426602119	0.009040624111681862	0.00226351584290926	0.07989884503016852	0.03142117142847573
s.Intestinibacter.bartlettii	0.3670169696273964	-0.38233765943647924	2.0914948327931944	-0.7136991728069005	-0.039116158662965285	-0.40477128644263166	-0.3413200567403991	-0.2519605487519103	-0.03355214827824177	0.028796599533436145	-0.0012658256471844472	-0.7637353495695096	-0.3393328872946308	0.010146573695051798	0.12185705377350974	-1.0875211855298497	0.2650652815019631	0.04601982112752467	0.0542717854130431	0.021051888471165892	0.015561889079645964	-0.07710309081520082	-0.08683106907374545	-0.1278535329144296	0.12380005516365647	0.10626069449276543	0.004698518768291949	-0.005613554558620091	0.0053985248212766535	0.003342234035959344	0.082563272203122	0.031753497075676616
s.Parvimonas.micra	0.28763808520504025	-2.926664086514177	-2.353043622646265	-0.21359176138888245	0.5252802731168309	-0.11010566022050837	-0.02819902521940991	0.05035401056299914	0.016395012743284868	0.11109083438836884	0.0003292002024373271	-0.28949121235410796	-0.08148759889558414	0.07743528560073479	0.1582465954008364	-0.42226877508295313	0.12849595825119545	0.01256712681997277	0.0726872534362056	0.024760660629188615	-0.0013884142405618375	-0.01974863497485304	-0.019082904426357003	-0.03527783324825887	0.071301832530377	0.06938651942611164	0.007894166346373944	-0.0035706730011095824	0.029572682516971337	-0.007784153444111974	-0.014072549423718909	-0.000737722686709512
s.GGB3363.SGB4447	-1.357084509889532	-1.2552112826197468	-2.4122746957192587	-0.011946644628736984	0.3116838888812316	-0.06505197749710899	-0.02099199312951608	0.18420756636590369	-0.08281787221274327	0.07430782841309008	-0.0011014353408753492	-0.019726541013074972	0.017324493401276665	0.05818449263325116	0.10434597251788828	-0.10033498538941452	0.043115930665385306	-0.04583767367728927	0.07173382973489434	0.008176384495059353	-0.02042063974651312	0.09012025380524061	0.04982435491989876	0.11812075720645378	-0.08615808860490012	-0.07735098214163556	0.006459782210690845	0.005861917517127974	-0.07559726583977829	-0.008409480730511421	-0.37633099670483666	0.23688600748266953
s.GGB3819.SGB5184	-1.3407568692200413	-0.36328879706205397	-0.8951253565739938	-0.16297630468491475	0.10800024008438804	-0.1455653901915632	-0.11297177416129066	0.09913041977342897	-0.10419002612814114	0.03932127564503907	-0.001672856650374821	-0.09118853815741239	-0.029442299579963138	0.03059968041538611	0.06873404576767685	-0.11329953514197023	0.03463366746473532	-0.052646265597220424	0.05267141115423619	-0.0016834282704695108	-0.022399453313818592	0.11641095353281823	0.06692346106179277	0.16033121424228883	-0.1431974675701886	-0.13425647957438297	0.0029594541718349666	0.009975431303562586	-0.11671070317980207	-0.00611845203505514	-0.5173982377483723	0.3190635835348622
