sample_id	group
ERR1369006	1
ERR1369007	1
ERR1369008	1
ERR1369009	1
ERR1369013	1
ERR1369016	1
ERR1369017	1
ERR1369018	1
ERR1369019	1
ERR1369020	1
ERR1369022	1
ERR1369026	1
ERR1369027	1
ERR1369029	1
ERR1369030	1
ERR1369031	1
ERR1369032	1
ERR1369034	1
ERR1369035	1
ERR1369036	1
ERR1369037	1
ERR1369041	1
ERR1369042	1
ERR1369044	1
ERR1369045	1
ERR1369046	1
ERR1369049	1
ERR1369051	1
ERR1369053	1
ERR1369054	1
ERR1369055	1
ERR1369056	1
ERR1369057	1
ERR1369058	1
ERR1369061	1
ERR1369062	1
ERR1369063	1
ERR1369064	1
ERR1369066	1
ERR1369068	1
ERR1369069	1
ERR1369070	1
ERR1369072	1
ERR1369073	1
ERR1369074	1
ERR1369075	1
ERR1369077	1
ERR1369079	1
ERR1369080	1
ERR1369081	1
ERR1369083	1
ERR1369084	1
ERR1369085	1
ERR1369086	1
ERR1369087	1
ERR1369089	1
ERR1369091	1
ERR1369093	1
ERR1369095	1
ERR1369096	1
ERR1369097	1
ERR1369099	1
ERR1369100	1
ERR1369101	1
ERR1369102	1
ERR1369103	1
ERR1369104	1
ERR1369105	1
ERR1369110	1
ERR1369114	1
ERR1369117	1
ERR1369120	1
ERR1369121	1
ERR1369123	1
ERR1369124	1
ERR1369125	1
ERR1369127	1
ERR1369131	1
ERR1369132	1
ERR1369133	1
ERR1369136	1
ERR1369137	1
ERR1369138	1
ERR1369139	1
ERR1369140	1
ERR1369141	1
ERR1369142	1
ERR1369143	1
ERR1369144	1
ERR1369145	1
ERR1369146	1
ERR1369147	1
ERR1369148	1
ERR1369149	1
ERR1369150	1
ERR1369151	1
ERR1369152	1
ERR1369153	1
ERR1369154	1
ERR1369155	1
ERR1369156	1
ERR1369157	1
ERR1369158	1
ERR1369159	1
ERR1369160	1
ERR1369161	1
ERR1369163	1
ERR1369164	1
ERR1369165	1
ERR1369168	1
ERR1369172	1
ERR1369174	1
ERR1369180	1
ERR1369183	0
ERR1369184	1
ERR1369187	1
ERR1369195	1
ERR1369196	1
ERR1369198	1
ERR1369200	1
ERR1369205	1
ERR1369207	1
ERR1369208	1
ERR1369210	1
ERR1369211	1
ERR1369213	1
ERR1369216	1
ERR1369221	1
ERR1369227	1
ERR1369229	1
ERR1369232	0
ERR1369234	1
ERR1369240	1
ERR1369241	1
ERR1369248	1
ERR1369249	1
ERR1369257	1
ERR1369268	1
ERR1369271	0
ERR1369272	0
ERR1369274	1
ERR1369278	0
ERR1369279	1
ERR1369280	1
ERR1369298	1
ERR1369305	0
ERR1369309	0
ERR1369310	0
ERR1369315	1
ERR1369320	0
ERR1369321	0
ERR1369323	0
ERR1369328	0
ERR1369331	1
ERR1369332	1
ERR1369337	0
ERR1369340	1
ERR1369346	1
ERR1369347	1
ERR1369348	1
ERR1369356	0
ERR1369357	0
ERR1369360	0
ERR1369361	0
ERR1369369	1
ERR1369371	1
ERR1369376	0
ERR1369377	1
ERR1369378	0
ERR1369388	0
ERR1369389	0
ERR1369394	1
ERR1369395	1
ERR1369397	0
ERR1369407	0
ERR1369408	0
ERR1369419	0
ERR1369423	1
ERR1369424	0
ERR1369426	1
ERR1369429	1
ERR1369430	1
ERR1369435	1
ERR1369436	0
ERR1369437	0
ERR1369441	0
ERR1369442	0
ERR1369443	0
ERR1369444	0
ERR1369445	0
ERR1369449	0
ERR1369450	1
ERR1369452	0
ERR1369458	0
ERR1369459	1
ERR1369461	0
ERR1369464	0
ERR1369466	1
ERR1369467	1
ERR1369471	1
ERR1369480	1
ERR1369481	0
ERR1369483	0
ERR1369491	0
ERR1369493	0
ERR1369494	0
ERR1369500	0
ERR1369501	1
ERR1369502	1
ERR1369503	1
ERR1369506	1
ERR1369507	0
ERR1369508	0
ERR1369511	1
ERR1369514	0
ERR1369515	0
ERR1369516	0
ERR1369517	0
ERR1369520	0
ERR1369521	0
ERR1369524	0
ERR1369526	1
ERR1369527	1
ERR1369528	0
ERR1369530	0
ERR1369534	1
ERR1369539	0
ERR1369540	1
ERR1369543	1
ERR1369548	0
ERR1369550	0
ERR1369551	0
ERR1369554	0
ERR1369556	0
ERR1369558	1
ERR1369559	0
ERR1369561	1
ERR1369562	1
ERR1369565	0
ERR1369566	1
ERR1369567	0
ERR1369569	1
ERR1369578	0
ERR1369579	0
ERR1369583	0
ERR1369588	0
ERR1369594	0
ERR1369598	1
ERR1369600	1
ERR1369601	1
ERR1369605	0
ERR1369607	0
ERR1369609	1
ERR1369610	0
ERR1369611	1
ERR1369613	0
ERR1369615	0
ERR1369617	1
ERR1369618	0
ERR1369632	0
ERR1369637	0
ERR1369638	0
ERR1369641	0
ERR1369644	0
ERR1369645	0
ERR1369648	1
ERR1369649	1
ERR1369650	0
ERR1369651	0
ERR1369653	1
ERR1369654	0
ERR1369657	1
ERR1369658	0
ERR1369660	0
ERR1369661	1
ERR1369664	0
ERR1369665	0
ERR1369666	0
ERR1369667	0
ERR1369668	0
ERR1369669	0
ERR1369671	0
ERR1369675	0
ERR1369679	0
ERR1369680	0
ERR1369682	1
ERR1369687	0
ERR1369689	0
ERR1369690	1
ERR1369691	1
ERR1369692	1
ERR1369693	0
ERR1369695	1
ERR1369697	1
ERR1369699	1
ERR1369701	1
ERR1369702	1
ERR1369705	1
ERR1369706	1
ERR1369715	1
ERR1369716	1
ERR1369726	1
ERR1369727	1
ERR1369735	0
ERR1369737	1
ERR1369740	1
ERR1369743	0
ERR1369757	1
ERR1369764	1
ERR1369766	0
ERR1369769	0
ERR1369771	1
ERR1369774	1
ERR1369777	0
ERR1369780	1
ERR1369789	1
ERR1369797	1
ERR1369806	1
ERR1369807	1
ERR1369813	1
ERR1369815	1
ERR1369817	0
ERR1369818	1
ERR1369819	0
ERR1369824	0
ERR1369826	1
ERR1369830	1
ERR1369832	1
ERR1369840	0
ERR1369841	0
ERR1369842	0
ERR1369845	0
ERR1369853	0
ERR1369854	0
ERR1369855	0
ERR1369860	1
ERR1369863	0
ERR1369865	1
ERR1369867	0
ERR1369868	0
ERR1369869	0
ERR1369870	0
ERR1369875	0
ERR1369880	0
ERR1369885	0
ERR1369886	0
ERR1369889	1
ERR1369890	0
ERR1369893	0
ERR1369894	1
ERR1369895	0
ERR1369896	0
ERR1369908	0
ERR1369909	0
ERR1369910	0
ERR1369911	0
ERR1369912	1
ERR1369917	0
ERR1369919	0
ERR1369923	0
ERR1369924	1
ERR1369926	0
ERR1369933	0
ERR1369934	0
ERR1369935	0
ERR1369936	0
ERR1369937	0
ERR1369938	0
ERR1369940	1
ERR1369944	1
ERR1369945	0
ERR1369949	0
ERR1369951	0
ERR1369952	0
ERR1369954	0
ERR1369958	1
ERR1369959	1
ERR1369962	0
ERR1369964	1
ERR1369965	1
ERR1369966	1
ERR1369967	0
ERR1369971	0
ERR1369975	1
ERR1369976	1
ERR1369977	0
ERR1369980	0
ERR1369981	1
ERR1369982	0
ERR1369983	1
ERR1369986	0
ERR1369987	1
ERR1369988	0
ERR1369989	0
ERR1369990	0
ERR1369991	0
ERR1369992	0
ERR1369994	0
ERR1369999	0
ERR1370000	0
ERR1370001	0
ERR1370005	0
ERR1370006	0
ERR1370008	0
ERR1370009	1
ERR1370011	1
ERR1370019	0
ERR1370023	1
ERR1370024	0
ERR1370025	0
ERR1370026	1
ERR1370027	0
ERR1370029	0
ERR1370031	1
ERR1370033	0
ERR1370035	0
ERR1370036	0
ERR1370037	0
ERR1370040	0
ERR1370042	1
ERR1370043	0
ERR1370044	0
ERR1370045	1
ERR1370048	0
ERR1370050	1
ERR1370053	0
ERR1370056	0
ERR1370057	0
ERR1370059	0
ERR1370061	0
ERR1370063	1
ERR1370064	0
ERR1370066	0
ERR1370067	1
ERR1370072	0
ERR1370077	0
ERR1370078	0
ERR1370080	1
ERR1370082	1
ERR1370083	0
ERR1370084	0
ERR1370086	1
ERR1370089	0
ERR1370090	1
ERR1370092	0
ERR1370094	0
ERR1370096	0
ERR1370097	0
ERR1370098	0
ERR1370099	0
ERR1370100	0
ERR1370101	0
ERR1370102	0
ERR1370105	1
ERR1370106	0
ERR1370113	1
ERR1370114	1
ERR1370115	1
ERR1370116	0
ERR1370117	0
ERR1370118	1
ERR1370123	0
ERR1370124	0
ERR1370128	1
ERR1370137	0
ERR1370138	0
ERR1370139	1
ERR1370143	1
ERR1370147	1
ERR1370148	0
ERR1370152	1
ERR1370160	1
ERR1370162	0
ERR1370164	1
ERR1370168	1
ERR1370171	0
ERR1370172	0
ERR1370173	0
ERR1370179	1
ERR1370180	1
ERR1370182	1
ERR1370187	0
ERR1370189	1
ERR1370190	1
ERR1370191	1
ERR1370192	1
ERR1370194	0
ERR1370196	1
ERR1370197	1
ERR1370201	1
ERR1370205	0
ERR1370218	0
ERR1370224	0
ERR1370226	0
ERR1370228	0
ERR1370229	1
ERR1370256	1
ERR1370257	1
ERR1370258	1
ERR1370262	1
ERR1370267	1
ERR1370268	1
ERR1370270	1
ERR1370273	1
ERR1370274	1
ERR1370275	1
ERR1370285	1
ERR1370291	0
ERR1370292	0
ERR1370293	1
ERR1370298	1
ERR1370302	1
ERR1370303	0
ERR1370306	0
ERR1370309	1
ERR1370310	1
ERR1370319	1
ERR1370320	1
ERR1370321	1
ERR1370324	1
ERR1370325	1
ERR1370326	0
ERR1370336	0
ERR1370338	0
ERR1370339	0
ERR1370343	1
ERR1370346	1
ERR1370350	1
ERR1370351	1
ERR1370354	1
ERR1370356	1
ERR1370359	1
ERR1370361	0
ERR1370362	0
ERR1370366	1
ERR1370370	1
ERR1370372	1
ERR1370373	0
ERR1370374	1
ERR1370376	1
ERR1370377	1
ERR1370378	1
ERR1370380	1
ERR1370383	1
ERR1370387	1
ERR1370388	1
ERR1370389	1
ERR1370390	1
ERR1370391	1
ERR1370395	1
ERR1370396	1
ERR1370397	1
ERR1370399	1
ERR1370400	1
ERR1370401	1
ERR1370402	1
ERR1370404	1
ERR1370405	1
ERR1370407	1
ERR1370412	1
ERR1370415	1
ERR1370417	1
ERR1370421	1
ERR1370425	1
ERR1370426	1
ERR1370427	1
ERR1370428	1
ERR1370429	1
ERR1370430	1
ERR1370431	1
ERR1370432	1
ERR1370434	1
ERR1370436	1
ERR1370440	1
ERR1370441	0
ERR1370450	1
ERR1370452	1
ERR1370453	1
ERR1370454	1
ERR1370455	1
ERR1370458	1
ERR1370459	1
ERR1370460	1
ERR1370461	1
ERR1370463	1
ERR1370464	1
ERR1370466	1
ERR1370467	1
ERR1370469	1
ERR1370470	1
ERR1370472	1
ERR1370473	1
ERR1370476	1
ERR1370478	1
ERR1370479	0
ERR1370480	1
ERR1370483	1
ERR1370490	1
ERR1370491	1
ERR1370492	0
ERR1370495	1
ERR1370496	1
ERR1370499	1
ERR1370500	1
ERR1370501	1
ERR1370503	1
ERR1370504	1
ERR1370506	1
ERR1370507	1
ERR1370514	1
ERR1370517	1
ERR1370519	1
ERR1370523	1
ERR1370524	1
ERR1370526	1
ERR1370529	1
ERR1370530	1
ERR1370532	1
ERR1370533	1
ERR1370534	1
ERR1370536	1
ERR2172357	1
ERR2172358	1
ERR2172364	1
ERR2172366	1
ERR2172370	1
ERR2172371	0
ERR2172373	0
ERR2172374	0
ERR2172375	0
ERR2172377	0
ERR2172378	0
ERR2172379	0
ERR2172380	0
ERR2172382	0
ERR2172384	0
ERR2172394	0
ERR2172396	0
ERR2172397	0
ERR2172406	0
ERR2172410	0
ERR2172411	0
ERR2172412	0
ERR2172413	0
ERR2172414	0
ERR2172415	0
ERR2172416	0
ERR2172417	0
ERR2172420	0
ERR2172421	0
ERR2172422	0
ERR2172423	0
ERR2172424	0
ERR2172431	0
ERR2172432	0
ERR2172433	0
ERR2172434	0
ERR2172445	0
ERR2172446	1
ERR2172447	1
ERR2172448	1
ERR2172449	1
ERR2172450	1
ERR2172451	1
ERR2172452	1
ERR2172453	1
ERR2172454	1
ERR2172455	1
ERR2172456	1
ERR2172457	1
ERR2172458	1
ERR2172459	1
ERR2172460	1
ERR2172461	1
ERR2172462	1
ERR2172463	1
ERR2172464	1
ERR2172465	1
ERR2172466	1
ERR2172467	1
ERR2172468	1
ERR2172469	1
ERR2172470	1
ERR2172471	1
ERR2172472	1
ERR2172473	1
ERR2172474	1
ERR2172483	0
ERR2172502	0
ERR2172503	0
ERR2172504	0
ERR2172508	0
ERR2172509	0
ERR2172511	0
ERR2172512	0
ERR2172513	0
ERR2172514	0
ERR2172515	0
ERR2172517	0
ERR2172518	0
ERR2172519	0
ERR2172520	0
ERR2172521	0
ERR2172522	0
ERR2172523	0
ERR2172524	0
ERR2172525	0
ERR2172526	0
ERR2172527	0
ERR2172528	0
ERR2172529	0
ERR2172533	0
ERR2172534	0
ERR2172536	0
ERR2172537	0
ERR2172538	0
ERR2172540	0
ERR2172541	0
ERR2172542	0
ERR2172543	0
ERR2172544	0
ERR2172547	1
ERR2172548	1
ERR2172549	1
ERR2172551	1
ERR2172552	1
ERR2172553	1
ERR2172554	1
ERR2172555	1
ERR2172557	1
ERR2172558	1
ERR2172559	1
ERR2172562	1
ERR2172563	1
ERR2172564	1
ERR2172565	1
ERR2172566	1
ERR2172568	1
ERR2172569	1
ERR2172571	1
ERR2172572	1
ERR2172573	1
ERR2172574	1
ERR2172575	1
ERR2172576	1
ERR2172577	1
ERR2172578	1
ERR2172579	1
ERR2172581	1
ERR2172583	1
ERR2172585	1
ERR2172586	1
ERR2172587	1
ERR2172588	1
ERR2172589	1
ERR2172590	1
ERR2172591	1
ERR2172592	1
ERR2172593	1
ERR2172594	1
ERR2172595	1
ERR2172597	1
ERR2172598	1
ERR2172599	1
ERR2172601	1
ERR2172602	1
ERR2172603	1
ERR2172604	1
ERR2172607	0
ERR2172608	0
ERR2172610	0
ERR2172612	0
ERR2172613	0
ERR2172615	0
ERR2172616	0
ERR2172617	0
ERR2172633	0
ERR2172683	0
ERR2172689	0
ERR2172690	0
ERR2172712	0
ERR2172728	0
ERR2172730	0
ERR2172731	0
ERR2172732	0
ERR2172733	0
ERR2172734	0
ERR2172735	0
ERR2172740	0
ERR2172742	0
ERR2172744	0
ERR2172746	0
ERR2172747	0
ERR2172748	0
ERR2172750	0
ERR2172751	0
ERR2172770	0
ERR2172772	0
ERR2172775	0
ERR2172811	0
ERR2172812	0
ERR2172814	0
ERR2172815	0
ERR2172816	0
ERR2172817	0
ERR2172870	0
ERR2172776	1
ERR2172777	1
ERR2172778	1
ERR2172779	1
ERR2172780	1
ERR2172781	1
ERR2172782	1
ERR2172783	1
ERR2172784	1
ERR2172785	1
ERR2172786	1
ERR2172787	1
ERR2172788	1
ERR2172789	1
ERR2172790	1
ERR2172791	1
ERR2172799	1
ERR2172800	1
ERR2172801	1
ERR2172885	1
ERR2172894	1
ERR2172901	1
ERR2172907	1
ERR2172914	1
ERR2172919	1
ERR2172925	1
ERR2172927	1
ERR2172929	1
ERR2172933	1
ERR2172934	1
ERR2172941	1
ERR2172942	1
ERR2172943	1
ERR2172949	1
ERR2172955	1
ERR2172956	1
ERR2172959	1
ERR2172997	1
ERR2173000	1
ERR2173002	1
ERR2173004	1
ERR2173007	1
ERR2173011	1
ERR2173012	1
ERR2173016	1
ERR2173032	1
ERR2173034	1
ERR2173038	1
ERR2173039	1
ERR2173041	1
ERR2173042	1
ERR2173049	1
ERR2173059	1
ERR2173063	1
ERR2173064	1
ERR2173065	1
ERR2173066	1
ERR2173067	1
ERR2173068	1
ERR2173069	1
ERR2173070	1
ERR2173071	1
ERR2173073	1
ERR2173074	1
ERR2173075	1
ERR2173076	1
ERR2173077	1
ERR2173078	1
ERR2173079	1
ERR2173080	1
ERR2173081	1
ERR2173084	1
ERR2173087	1
ERR2173089	1
ERR2173092	1
ERR2173094	1
ERR2173113	1
ERR2173118	1
ERR2173119	1
ERR2173120	1
ERR2173122	1
ERR2173123	1
ERR2173126	1
ERR2173138	1
ERR2173143	1
ERR2173144	1
ERR2173147	1
ERR2173150	1
ERR2173170	1
ERR2173172	1
ERR2173173	1
ERR2173175	1
ERR2173176	1
ERR2173178	1
ERR2173180	1
ERR2173181	1
ERR2173182	1
ERR2173183	1
ERR2173184	1
ERR2173185	1
ERR2173187	1
ERR2173189	1
ERR2173190	1
ERR2173191	1
ERR2173192	1
ERR2173193	1
ERR2173194	1
ERR2173195	1
ERR2173200	1
ERR2173201	1
ERR2173202	1
ERR2173203	1
ERR2173204	1
ERR2173205	1
ERR2173206	1
ERR2173207	1
ERR2173208	1
ERR2173209	1
ERR2173210	1
ERR2173211	1
ERR2173213	1
ERR2173215	1
ERR2173217	1
SRR6299202	1
SRR6299204	1
SRR6299207	1
SRR6299216	1
SRR6299217	1
SRR6299410	1
SRR6299411	1
SRR6299412	1
SRR6299414	1
SRR6299417	1
SRR6299430	1
SRR6299434	1
SRR6299436	1
SRR6299440	1
SRR6299441	1
SRR6299442	1
SRR6299455	1
SRR6299465	1
SRR6299467	1
SRR6299473	1
SRR6299474	1
SRR6299475	1
SRR6299477	1
SRR6299478	1
SRR6299480	1
SRR6299485	1
SRR6299486	1
SRR6299487	1
SRR6299488	1
SRR6299491	1
SRR6299493	1
SRR6299494	1
SRR6299503	1
SRR6299509	1
SRR6299513	1
SRR6299524	1
SRR6299526	1
SRR6299544	1
SRR6299548	1
SRR6299549	1
SRR6299550	1
SRR6299552	1
SRR6299553	1
SRR6299559	1
SRR6299569	1
SRR6299571	1
SRR6299572	1
SRR6299594	1
SRR6299595	1
SRR6299597	1
SRR6299605	1
SRR6299606	1
SRR6299613	1
SRR6299614	1
SRR6299619	1
SRR6299620	1
SRR6299628	1
SRR6299631	1
SRR6299635	1
SRR6299636	1
SRR6299644	1
SRR6299650	1
SRR6299654	1
SRR6299657	1
SRR6299664	1
SRR6299669	1
SRR6299671	1
SRR6299672	1
SRR6299673	1
SRR6299674	1
SRR6299675	1
SRR6299676	1
SRR6299679	1
SRR6299680	1
SRR6299682	1
SRR6299683	1
SRR6299684	1
SRR6299690	1
SRR6299700	1
SRR6299708	1
SRR6299715	1
SRR6299719	1
SRR6299720	1
SRR6299721	1
SRR6299722	1
SRR6299726	1
SRR6299727	1
SRR6299728	1
SRR6299732	1
SRR6299739	1
SRR6299740	1
SRR6299747	1
SRR6299749	1
SRR6299752	1
SRR6299758	1
SRR6299759	1
SRR6299760	1
SRR6299761	1
SRR6299762	1
SRR6299766	1
SRR6299767	1
SRR6299782	1
SRR6299783	1
SRR6299785	1
SRR6299791	1
SRR6299793	1
SRR6299796	1
SRR6299798	1
SRR6299804	1
SRR6299805	1
SRR6299811	1
SRR6299812	1
SRR6299821	1
SRR6299832	1
SRR6299855	1
SRR6299860	1
SRR6299864	1
SRR6299868	1
SRR6299872	1
SRR6299876	1
SRR6299894	1
SRR6299900	1
SRR6299914	1
SRR6299921	1
SRR6299925	1
SRR6299926	1
SRR6299927	1
SRR6299934	1
SRR6299945	1
SRR6299966	1
SRR6299970	1
SRR6299971	1
SRR6299972	1
SRR6299976	1
SRR6299988	1
SRR6300010	1
SRR6300011	1
SRR6300017	1
SRR6300032	1
SRR6300033	1
SRR6300034	1
SRR6300047	1
SRR6300056	1
SRR6300061	1
SRR6300063	1
SRR6300073	1
SRR6300086	1
SRR6300089	1
SRR6300090	1
SRR6300092	1
SRR6300106	1
SRR6300107	1
SRR6300111	1
SRR6300115	1
SRR6300116	1
SRR6300120	1
SRR6300122	1
SRR6300126	1
SRR6300128	1
SRR6300129	1
SRR6300138	1
SRR6298421	1
SRR6298422	1
SRR6298423	1
SRR6298426	1
SRR6298427	1
SRR6298429	1
SRR6298432	1
SRR6298436	1
SRR6298437	1
SRR6298438	1
SRR6298441	1
SRR6298442	1
SRR6298443	1
SRR6298445	1
SRR6298446	1
SRR6298453	1
SRR6298456	1
SRR6298457	1
SRR6298458	1
SRR6298459	1
SRR6298460	1
SRR6298461	1
SRR6298463	1
SRR6298464	1
SRR6298465	1
SRR6298471	1
SRR6298472	1
SRR6298473	1
SRR6298474	1
SRR6298475	1
SRR6298478	1
SRR6298481	1
SRR6298482	1
SRR6298483	1
SRR6298485	1
SRR6298486	1
SRR6298487	1
SRR6298489	1
SRR6298492	1
SRR6298494	1
SRR6298495	1
SRR6298497	1
SRR6298498	1
SRR6298499	1
SRR6298500	1
SRR6298504	1
SRR6298505	1
SRR6298508	1
SRR6298509	1
SRR6298512	1
SRR6298514	1
SRR6298516	1
SRR6298518	1
SRR6298519	1
SRR6298520	1
SRR6298521	1
SRR6298522	1
SRR6298523	1
SRR6298524	1
SRR6298525	1
SRR6298526	1
SRR6298529	1
SRR6298530	1
SRR6298531	1
SRR6298532	1
SRR6298533	1
SRR6298534	1
SRR6298535	1
SRR6298538	1
SRR6298539	1
SRR6298541	1
SRR6298542	1
SRR6298543	1
SRR6298546	1
SRR6298550	1
SRR6298551	1
SRR6298553	1
SRR6298554	1
SRR6298555	1
SRR6298560	1
SRR6298564	1
SRR6298566	1
SRR6298567	1
SRR6298568	1
SRR6298570	1
SRR6298571	1
SRR6298572	1
SRR6298573	1
SRR6298577	1
SRR6298578	1
SRR6298580	1
SRR6298581	1
SRR6298582	1
SRR6298583	1
SRR6298584	1
SRR6298585	1
SRR6298586	1
SRR6298588	1
SRR6298589	1
SRR6298591	1
SRR6298594	1
SRR6298598	1
SRR6298599	1
SRR6298602	1
SRR6298603	1
SRR6298605	1
SRR6298608	1
SRR6298609	1
SRR6298616	1
SRR6298617	1
SRR6298620	1
SRR6298623	1
SRR6298625	1
SRR6298626	1
SRR6298628	1
SRR6298629	1
SRR6298630	1
SRR6298631	1
SRR6298632	1
SRR6298634	1
SRR6298638	1
SRR6298640	1
SRR6298642	1
SRR6298643	1
SRR6298644	1
SRR6298645	1
SRR6298647	1
SRR6298648	1
SRR6298652	1
SRR6298653	1
SRR6298654	1
SRR6298655	1
SRR6298657	1
SRR6298658	1
SRR6298659	1
SRR6298660	1
SRR6298663	1
SRR6298669	1
SRR6298670	1
SRR6298671	1
SRR6298672	1
SRR6298673	1
SRR6298674	1
SRR6298684	1
SRR6298688	1
SRR6298692	1
SRR6298694	1
SRR6298695	1
SRR6298696	1
SRR6298697	1
SRR6298698	1
SRR6298701	1
SRR6298702	1
SRR6298705	1
SRR6298706	1
SRR6298708	1
SRR6298709	1
SRR6298710	1
SRR6298711	1
SRR6298716	1
SRR6298720	1
SRR6298725	1
SRR6298726	1
SRR6298727	1
SRR6298730	1
SRR6298733	1
SRR6298737	1
SRR6298741	1
SRR6298742	1
SRR6298748	1
SRR6298750	1
SRR6298752	1
SRR6298753	1
SRR6298755	1
SRR6298756	1
SRR6298760	1
SRR6298762	1
SRR6298764	1
SRR6298765	1
SRR6298766	1
SRR6298770	1
SRR6298771	1
SRR6298772	1
SRR6298773	1
SRR6298774	1
SRR6298775	1
SRR6298776	1
SRR6298777	1
SRR6298778	1
SRR6298782	1
SRR6298786	1
SRR6298787	1
SRR6298794	1
SRR6298795	1
SRR6298796	1
SRR6298797	1
SRR6298798	1
SRR6298799	1
SRR6298801	1
SRR6298809	1
SRR6298810	1
SRR6298813	1
SRR6298815	1
SRR6298820	1
SRR6298823	1
SRR6298825	1
SRR6298826	1
SRR6298827	1
SRR6298830	1
SRR6298832	1
SRR6298834	1
SRR6298835	1
SRR6298840	1
SRR6298843	1
SRR6298844	1
SRR6298847	1
SRR6298848	1
SRR6298849	1
SRR6298851	1
SRR6298852	1
SRR6298854	1
SRR6298855	1
SRR6298857	1
